Results_ID,Result_group,Age_general,Age_min,Age_max,Age_original,Population_gender,Indigenous_status,Indigenous_population,Country,Jurisdiction,Specific_location,Year_start,Year_stop,Observation_time_years,Numerator,Denominator,Point_estimate,Measure,Interpolated_from_graph,Age_standardisation,Dataset_name,Proportion,Mortality_flag,Recurrent_ARF_flag,GAS_attributable_fraction,Defined_ARF,Focus_of_study,Notes
2017ABDA,Superficial Skin and Throat,Children,0,16,Children (<16y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,Great Southern,1996,2012,17,N/A,N/A,15.1,skin infection hospital admissions per 1000 Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,1,4,Children (1-4y),Non-Indigenous,No,Not Applicable,Australia,Victoria,"Melbourne - Deer Park, Essendon North, Nepean",2001,2002,3,N/A,N/A,15.2,Serologically confirmed GAS pharyngitis incidence per 100 person-years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,10,15,Children (10-15y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,"Rural areas, WA",1996,2012,17,N/A,N/A,15.8,skin infection hospital admissions per 1000 Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,0,16,Children (<16y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,Great Southern,1996,2012,17,N/A,N/A,16.9,skin infection hospital admissions per 1000 Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,1,4,Children (1-4y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,Goldfields,1996,2012,17,N/A,N/A,21.8,skin infection hospital admissions per 1000 Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,0,16,Children (<16y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,South West,1996,2012,17,N/A,N/A,21.9,skin infection hospital admissions per 1000 Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,5,9,Children (5-9y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,"Rural areas, WA",1996,2012,17,N/A,N/A,24.7,skin infection hospital admissions per 1000 Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,0,16,Children (<16y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,Great Southern,1996,2012,17,N/A,N/A,41.9,skin infection hospital admissions per 1000 Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,5,9,Children (5-9y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,"Rural areas, WA",1996,2012,17,N/A,N/A,58.3,skin infection hospital admissions per 1000 Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,5,9,Children (5-9y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,"Rural areas, WA",1996,2012,17,N/A,N/A,58.8,skin infection hospital admissions per 1000 Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,10,15,Children (10-15y),Non-Indigenous,No,Not Applicable,Australia,Northern Territory,Central Australian community,2004,2005,1,N/A,N/A,32,symptomatic GAS pharyngitis episodes per 100 person-years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2015GEAR,Invasive GAS,Children,0,5,Children (<5y),Non-Indigenous,N/A,N/A,Australia,Northern Terrirtory,Royal Darwin hospital & three hospital laboratories,1998,2009,12,N/A,N/A,20,"iGAS incidence per 100,000 (non-Indigenous, <5yo)",1,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Invasive GAS,Children,10,15,Children (10-15y),Non-Indigenous,N/A,N/A,Australia,Western Australia,WA,1996,2012,17,N/A,N/A,0.9,hospital admissions for cellulitis per 1000 non-Aboriginal child-years,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Invasive GAS,Children,5,9,Children (5-9y),Non-Indigenous,N/A,N/A,Australia,Western Australia,WA,1996,2012,17,N/A,N/A,0.9,hospital admissions for cellulitis per 1000 non-Aboriginal child-years,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Invasive GAS,Children,0,1,Children (<1y),Non-Indigenous,N/A,N/A,Australia,Western Australia,WA,1996,2012,17,N/A,N/A,1.4,hospital admissions for cellulitis per 1000 non-Aboriginal child-years,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Invasive GAS,Children,0,1,Children (1-4y),Non-Indigenous,N/A,N/A,Australia,Western Australia,WA,1996,2012,17,N/A,N/A,1.5,hospital admissions for cellulitis per 1000 non-Aboriginal child-years,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2010WHIT,Invasive GAS,Children,0,18,Children & adolescents,Non-Indigenous,N/A,N/A,Australia,Queensland,Qld,2007,2007,1,N/A,N/A,2.2,"iGAS incidence per 100,000 (non-Indigenous, 2007)",0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2010WHIT,Invasive GAS,Children,0,18,Children & adolescents,Non-Indigenous,N/A,N/A,Australia,Queensland,Qld,2008,2008,1,N/A,N/A,3,"iGAS incidence per 100,000 (non-Indigenous, 2008)",0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2016BOYD,Invasive GAS,Children,0,18,Children,Non-Indigenous,N/A,N/A,Australia,Northern Terrirtory,NT,2011,2013,2,N/A,N/A,4.1,"incidence per 100,000",0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Infant,0.0833333333333333,0.416666666666667,Children (1-5mo),Non-Indigenous,No,Not Applicable,Australia,Northern Territory,Top End community 3,2003,2005,2,N/A,N/A,0.084,wet season period prevalence of pyoderma in <15y,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Infant,0,1,Children (<1yo),Non-Indigenous,No,Not Applicable,Australia,Western Australia,WA,1996,2012,17,N/A,N/A,0.1,hospital admissions for impetigo & pyoderma per 1000 non-Aboriginal child-years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Infant,0.0833333333333333,0.416666666666667,Children (1-5mo),Non-Indigenous,No,Not Applicable,Australia,Northern Territory,Top End community 1,2003,2005,2,N/A,N/A,0.163,dry season period prevalence of pyoderma (all ages),N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Infant,0,1,Children (<1yo),Non-Indigenous,No,Not Applicable,Australia,Western Australia,WA,1996,2012,17,N/A,N/A,0.2,hospital admissions for impetigo & pyoderma per 1000 non-Aboriginal child-years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Infant,0,1,Children (<1yo),Non-Indigenous,No,Not Applicable,Australia,Western Australia,WA,1996,2012,17,N/A,N/A,0.4,hospital admissions for impetigo & pyoderma per 1000 non-Aboriginal child-years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Infant,0.5,0.916666666666667,Children (6-11mo),Non-Indigenous,No,Not Applicable,Australia,Western Australia,South West,1996,2012,17,N/A,N/A,1.3,skin infection hospital admissions per 1000 non-Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Infant,0,1,Children (<1yo),Non-Indigenous,No,Not Applicable,Australia,Western Australia,WA,1996,2012,17,N/A,N/A,1.9,hospital admissions for impetigo & pyoderma per 1000 Aboriginal child-years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Infant,0,1,Children (<1yo),Non-Indigenous,No,Not Applicable,Australia,Western Australia,WA,1996,2012,17,N/A,N/A,2.8,hospital admissions for impetigo & pyoderma per 1000 Aboriginal child-years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Infant,0,0.0833333333333333,Children (<1mo),Non-Indigenous,No,Not Applicable,Australia,Victoria,"Melbourne - Deer Park, Essendon North, Nepean",2001,2002,3,N/A,N/A,4.6,Serologically confirmed GAS pharyngitis incidence per 100 person-years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Infant,0,0.0833333333333333,Children (<1mo),Non-Indigenous,No,Not Applicable,Australia,Victoria,"Melbourne - Deer Park, Essendon North, Nepean",2001,2002,3,N/A,N/A,5.7,Serologically confirmed GAS pharyngitis incidence per 100 person-years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Infant,0.5,0.916666666666667,Children (6-11mo),Non-Indigenous,No,Not Applicable,Australia,Western Australia,WA,1996,2012,17,N/A,N/A,8.8,hospital admissions for impetigo & pyoderma per 1000 Aboriginal child-years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Infant,0.0833333333333333,1,Children (1mo-1y),Non-Indigenous,No,Not Applicable,Australia,Victoria,"Melbourne - Deer Park, Essendon North, Nepean",2001,2002,3,N/A,N/A,13.5,Sore throat incidence per 100 person-years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Infant,0,1,Children (<1yo),Non-Indigenous,No,Not Applicable,Australia,Western Australia,WA,1996,2012,17,N/A,N/A,23.8,hospital admissions for impetigo & pyoderma per 1000 Aboriginal child-years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Infant,0,0.0833333333333333,Children (<1mo),Non-Indigenous,No,Not Applicable,Australia,Western Australia,WA,1996,2012,17,N/A,N/A,23.8,hospital admissions for skin infections per 1000 Aboriginal child-years (11-25% IRSAD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Infant,0.0833333333333333,1,Children (1mo-1y),Non-Indigenous,No,Not Applicable,Australia,Victoria,"Melbourne - Deer Park, Essendon North, Nepean",2001,2002,3,N/A,N/A,25.4,Sore throat incidence per 100 person-years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Infant,0,0.0833333333333333,Children (<1mo),Non-Indigenous,No,Not Applicable,Australia,Western Australia,WA,1996,2012,17,N/A,N/A,31.7,hospital admissions for skin infections per 1000 Aboriginal child-years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Infant,0,0.0833333333333333,Children (<1mo),Non-Indigenous,No,Not Applicable,Australia,Western Australia,WA,1996,2012,17,N/A,N/A,34.7,hospital admissions for skin infections per 1000 Aboriginal child-years (0-10% IRSAD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Infant,0,1,Children (<1y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,Goldfields,1996,2012,17,N/A,N/A,42.1,skin infection hospital admissions per 1000 Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017RAM,APSGN,Adult,17,999,>17 yrs,Both,General,N/A,Australia,Northern Terriitory,NT - Royal Darwin Hospital and Alice Springs Hospital,37987,41790,,N/A,N/A,43/340 (12.7%),Proportion of APIGN identified from patients who had a renal biopsy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A," Aimed to analyse the clinical presentation, pathological spectra, treatment and outcomes of biopsy-proven
acute postinfectious glomerulonephritis in the Northern Territory",Acute post-infectious glomulonephritis was determined from renal biopsies
2017RAM,APSGN,Adult,17,999,>17 yrs,Both,General,N/A,Australia,Northern Terriitory,NT - Royal Darwin Hospital and Alice Springs Hospital,37987,41790,,N/A,N/A,5/43 (11.6%),Proportion of Streptococcus spp. cultured from preceding infection from renal biopsy confirmed APIGN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A," Aimed to analyse the clinical presentation, pathological spectra, treatment and outcomes of biopsy-proven
acute postinfectious glomerulonephritis in the Northern Territory",Acute post-infectious glomulonephritis was determined from renal biopsies
2017RAM,APSGN,Adult,17,999,>17 yrs,Both,General,N/A,Australia,Northern Terriitory,NT - Royal Darwin Hospital and Alice Springs Hospital,37987,41790,,N/A,N/A,4/43 (9.3%),Proportion of Staphlococcus spp. /Streptococcus spp. co-infection cultured from preceding infection from renal biopsy confirmed APIGN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A," Aimed to analyse the clinical presentation, pathological spectra, treatment and outcomes of biopsy-proven
acute postinfectious glomerulonephritis in the Northern Territory",Acute post-infectious glomulonephritis was determined from renal biopsies
2017RAM,APSGN,Adult,17,999,>17 yrs,Both,General,N/A,Australia,Northern Terriitory,NT - Royal Darwin Hospital and Alice Springs Hospital,37987,41790,,N/A,N/A,20/43 (46.5%),Proportion of skin as site of preceeding infection out of renal biopsy confirmed APIGN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A," Aimed to analyse the clinical presentation, pathological spectra, treatment and outcomes of biopsy-proven
acute postinfectious glomerulonephritis in the Northern Territory",Acute post-infectious glomulonephritis was determined from renal biopsies
2018CHA,APSGN,Adult,19,999,>19 yrs,Both,Indigenous,N/A,Australia,Northern Terriitory,NT,2009,2016,7,N/A,N/A,2.8,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,Adult,19,999,>19 yrs,Both,Non-Indigenous,N/A,Australia,Northern Terriitory,NT,2009,2016,7,N/A,N/A,0,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2014HOY,APSGN,Adult,16,39,16-39 yrs,Both,Indigenous,N/A,Australia,N/A,Remote Aboriginal community,1992-96,2004-06,2 data collection points,N/A,N/A,150/655,proportion of APSGN cases out of screened participants ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"This article describes relationships of ACR to birthweight, PSGN and current BMI in a cohort of young adults","Subjects in this study were members of a remote Aboriginal community who participated in one or both community-wide health screens performed in 1992–1996 and in 2004–2006, and in whom birthweights and good quality medical records (for a history of PSGN) were available. Each participant’s screening information is represented only once. "
2001EVA,APSGN,All,0,999,All,Both,General ,N/A,Australia,Northern Terriitory,Alice Springs Hospital,1980,1980,,N/A,N/A,6,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,This paper summarises the history of ASPGN in the NT in the 20 years preceding the most recent outbreak. The aim of the paper is to add this information to the local health record,158/4500 creened school kids had subclinical disease
2001EVA,APSGN,All,0,999,All,Both,General ,N/A,Australia,Northern Terriitory,Gove and Yirrkala,1980,1980,,N/A,N/A,14,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,This paper summarises the history of ASPGN in the NT in the 20 years preceding the most recent outbreak. The aim of the paper is to add this information to the local health record,158/4500 creened school kids had subclinical disease
2001EVA,APSGN,All,0,999,All,Both,General ,N/A,Australia,Northern Terriitory,Port Keats,1980,1980,,N/A,N/A,75,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,This paper summarises the history of ASPGN in the NT in the 20 years preceding the most recent outbreak. The aim of the paper is to add this information to the local health record,158/4500 creened school kids had subclinical disease
2001EVA,APSGN,All,0,999,All,Both,General ,N/A,Australia,Northern Terriitory,Tiwi,1980,1980,,N/A,N/A,55,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,This paper summarises the history of ASPGN in the NT in the 20 years preceding the most recent outbreak. The aim of the paper is to add this information to the local health record,158/4500 creened school kids had subclinical disease
2001EVA,APSGN,All,0,999,All,Both,General ,N/A,Australia,Northern Terriitory,Bathurt Island,1987,1987,12 weeks,N/A,N/A,58,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,This paper summarises the history of ASPGN in the NT in the 20 years preceding the most recent outbreak. The aim of the paper is to add this information to the local health record,158/4500 creened school kids had subclinical disease
2001EVA,APSGN,All,0,999,All,Both,General ,N/A,Australia,Northern Terriitory,East Arnhem,1987,1987,,N/A,N/A,63,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,This paper summarises the history of ASPGN in the NT in the 20 years preceding the most recent outbreak. The aim of the paper is to add this information to the local health record,158/4500 creened school kids had subclinical disease
2001EVA,APSGN,All,0,999,All,Both,General ,N/A,Australia,Northern Terriitory,East Arnhem,1987,1987,,N/A,N/A,32,hospital admissions acute glomulonephritis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,This paper summarises the history of ASPGN in the NT in the 20 years preceding the most recent outbreak. The aim of the paper is to add this information to the local health record,158/4500 creened school kids had subclinical disease
2007BLY,APSGN,All,0,999,All,Both,General,N/A,Australia,New South Wales,NSW - Sydney (one tertiary paediatric hospital),1990,2005,15,N/A,N/A,37,No. ASPGN cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A," This study aimed to describe the epidemiology, clinical
manifestations, diagnosis, complications and outcomes of PSGN in an urban Australian population", 16-year retrospective review of case notes and laboratory data was conducted at a tertiary Sydney paediatric hospital
2007BLY,APSGN,All,0,999,All,Both,General,N/A,Australia,New South Wales,NSW - Sydney (one tertiary paediatric hospital),1990,2005,15,N/A,N/A,11/37 (29.7%),proportion of cases with recent skin infection,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A," This study aimed to describe the epidemiology, clinical
manifestations, diagnosis, complications and outcomes of PSGN in an urban Australian population", 16-year retrospective review of case notes and laboratory data was conducted at a tertiary Sydney paediatric hospital
2007BLY,APSGN,All,0,999,All,Both,General,N/A,Australia,New South Wales,NSW - Sydney (one tertiary paediatric hospital),1990,2005,15,N/A,N/A,10 / 37 (27%),proportion of cases with Pyoderma/impetigo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A," This study aimed to describe the epidemiology, clinical
manifestations, diagnosis, complications and outcomes of PSGN in an urban Australian population", 16-year retrospective review of case notes and laboratory data was conducted at a tertiary Sydney paediatric hospital
2007BLY,APSGN,All,0,999,All,Both,General,N/A,Australia,New South Wales,NSW - Sydney (one tertiary paediatric hospital),1990,2005,15,N/A,N/A,9 / 25 (36%),proportion of cultures taken that were GAS+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A," This study aimed to describe the epidemiology, clinical
manifestations, diagnosis, complications and outcomes of PSGN in an urban Australian population", 16-year retrospective review of case notes and laboratory data was conducted at a tertiary Sydney paediatric hospital
2007BLY,APSGN,All,0,999,All,Both,Indigenous,N/A,Australia,New South Wales,NSW - Sydney (one tertiary paediatric hospital),1990,2005,15,N/A,N/A,10/35 (29.6%),proportion of cases ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A," This study aimed to describe the epidemiology, clinical
manifestations, diagnosis, complications and outcomes of PSGN in an urban Australian population", 16-year retrospective review of case notes and laboratory data was conducted at a tertiary Sydney paediatric hospital
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,1991,2016,25,N/A,N/A,10 people,repeat cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,1991,1991,1,N/A,N/A,1,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2011MAR,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,1991,2008,17,N/A,N/A,413 confirmed cases / 438,proportion,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"To describe the epidemiology of APSGN within the NT to determine incidence, patterns of disease, and diversity of emm sequence types of GAS responsible for APSGN in the region",Incidence has been calculated from confimred cases only
2011MAR,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,1991,2008,17,N/A,N/A,23 probable cases /438,proportion,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"To describe the epidemiology of APSGN within the NT to determine incidence, patterns of disease, and diversity of emm sequence types of GAS responsible for APSGN in the region",Incidence has been calculated from confimred cases only
2011MAR,APSGN,All,0,999,All,Both,Indigenous,N/A,Australia,Northern Terriitory,NT,1991,2008,17,N/A,N/A,415/438 (94.7%),proportion,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"To describe the epidemiology of APSGN within the NT to determine incidence, patterns of disease, and diversity of emm sequence types of GAS responsible for APSGN in the region",Incidence has been calculated from confimred cases only
2011MAR,APSGN,All,0,999,All,Both,Non-Indigenous,N/A,Australia,Northern Terriitory,NT,1991,2008,17,N/A,N/A,16/438 (3.7%),proportion,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"To describe the epidemiology of APSGN within the NT to determine incidence, patterns of disease, and diversity of emm sequence types of GAS responsible for APSGN in the region",Incidence has been calculated from confimred cases only
2009MAR,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT - Central ,1991,2008,17,N/A,N/A,12.2,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Here we review the epidemiology of APSGN within the NT over a 16 year period with the 
aim of determining the current incidence, patterns of disease and diversity of strains of 
GAS responsible for APSGN in the region",These results are from a thesis which was also presented as a publication (2001MAR). The reults presented here are only additional information not captured above. 
